Profession,Name,Tool,.,Consumes,Produces,,Prof,Focus,Success%,HQ%,AD used/try,Success cost,AD produced/try,Margin%,Net profit,Commission,Dab Hand?,Unlock,,Base commission,Artisan %,Commission,Commissioncost,Success%,HQ%,AD used,AD produced,AVGsucces%,Fail%,Normal%,HQ%,Dab%,DabHQ%,Recycle%,Recyclex100,Dabx100,DabHQx100,Normalx100,HQx100,,Con1,Con1 #,Con2,Con2 #,Con3,Con3 #,Con4,Con4 #,Con5,Con5 #,PCON1,PCON2,PCON3,PCON4,PCON5,TOTAL CON,T3prod1,#,ProdReg,ProdHQ,ProdHQfallback,Profession,Name,Tool,Unlock,Consumes,Produces,Dab Hand?
Blacksmithing,Feywood Rapier,#N/A,3x,Frozen Dawn's Dew,1x,Feywood Rapier,1400,1400,81.43%,9.36%,0,0,No AH value,,,15.0000,No,Sharandar Masterwork - Blacksmithing,,5,200,15,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Frozen Dawn's Dew,3,Silver Vines,4,Lacquered 'Aged' Leather,2,Hardened Feywood,1,Crystalline Ornament,1,0,0,0,0,0,0,Feywood Rapier,1,0,0,0,Blacksmithing,Feywood Rapier,,Sharandar Masterwork - Blacksmithing,Frozen Dawn's Dew,Feywood Rapier,No
Blacksmithing,,,4x,Silver Vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Silver Vines,,
Blacksmithing,,,2x,Lacquered 'Aged' Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Lacquered 'Aged' Leather,,
Blacksmithing,,,1x,Hardened Feywood,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Hardened Feywood,,
Blacksmithing,,,1x,Crystalline Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Crystalline Ornament,,
Blacksmithing,Feywood Stiletto,#N/A,3x,Frozen Dawn's Dew,1x,Feywood Stiletto,1400,1400,81.43%,9.36%,0,0,No AH value,,,15.0000,No,Sharandar Masterwork - Blacksmithing,,5,200,15,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Frozen Dawn's Dew,3,Silver Vines,4,Lacquered 'Aged' Leather,2,Hardened Feywood,1,Crystalline Ornament,1,0,0,0,0,0,0,Feywood Stiletto,1,0,0,0,Blacksmithing,Feywood Stiletto,,Sharandar Masterwork - Blacksmithing,Frozen Dawn's Dew,Feywood Stiletto,No
Blacksmithing,,,4x,Silver Vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Silver Vines,,
Blacksmithing,,,2x,Lacquered 'Aged' Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Lacquered 'Aged' Leather,,
Blacksmithing,,,1x,Hardened Feywood,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Hardened Feywood,,
Blacksmithing,,,1x,Crystalline Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Crystalline Ornament,,
Blacksmithing,Feywood Blades,#N/A,3x,Frozen Dawn's Dew,1x,Feywood Blades,1400,1400,81.43%,9.36%,0,0,No AH value,,,15.0000,No,Sharandar Masterwork - Blacksmithing,,5,200,15,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Frozen Dawn's Dew,3,Hardened Feywood,4,Lacquered Leaves,2,Feywood Lumber,1,,,0,0,0,0,-999,0,Feywood Blades,1,0,0,0,Blacksmithing,Feywood Blades,,Sharandar Masterwork - Blacksmithing,Frozen Dawn's Dew,Feywood Blades,No
Blacksmithing,,,4x,Hardened Feywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Hardened Feywood,,
Blacksmithing,,,2x,Lacquered Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Lacquered Leaves,,
Blacksmithing,,,1x,Feywood Lumber,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Feywood Lumber,,
Blacksmithing,Feywood Dagger,#N/A,3x,Frozen Dawn's Dew,1x,Feywood Dagger,1400,1400,81.43%,9.36%,"90,000","105,512",No AH value,,,15.0000,No,Sharandar Masterwork - Blacksmithing,,5,200,15,0,0.8142857143,0.09357142857,90000,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"501,429",0,0,0,0,,Frozen Dawn's Dew,3,Hardened Feywood,4,Crystalline Ornament,2,Displacer Beast's Whisker,1,,,0,0,0,90000,-999,90000,Feywood Dagger,1,0,0,0,Blacksmithing,Feywood Dagger,,Sharandar Masterwork - Blacksmithing,Frozen Dawn's Dew,Feywood Dagger,No
Blacksmithing,,,4x,Hardened Feywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Hardened Feywood,,
Blacksmithing,,,2x,Crystalline Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Crystalline Ornament,,
Blacksmithing,,,1x,Displacer Beast's Whisker,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Displacer Beast's Whisker,,
Jewelcrafting,Brilliant Bead,#N/A,12x,Batiri Prism,4x,Brilliant Bead,1400,1400,80.21%,8.14%,"24,000","28,495",No AH value,,,3.3000,Yes,Chultan Masterwork - Jewelcrafting I,,1.65,100,3.3,0,0.8021428571,0.08142857143,24000,No AH value,92.04%,19.79%,73.68%,6.53%,14.74%,1.31%,5.94%,"142,457",0,0,0,0,,Batiri Prism,12,Red Rouge,4,,,,,,,0,24000,-999,-999,-999,24000,Brilliant Bead,4,0,0,0,Jewelcrafting,Brilliant Bead,,Chultan Masterwork - Jewelcrafting I,Batiri Prism,Brilliant Bead,Yes
Jewelcrafting,,,4x,Red Rouge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Red Rouge,,
Jewelcrafting,Fanged Ornament,#N/A,4x,Brilliant Bead,2x,Fanged Ornament,1400,1400,80.21%,8.14%,0,0,No AH value,,,3.3000,Yes,Chultan Masterwork - Jewelcrafting I,,1.65,100,3.3,0,0.8021428571,0.08142857143,0,No AH value,92.04%,19.79%,73.68%,6.53%,14.74%,1.31%,5.94%,0,0,0,0,0,,Brilliant Bead,4,Jute Macrame,3,Allosaur Fang,6,,,,,0,0,0,-999,-999,0,Fanged Ornament,2,0,0,0,Jewelcrafting,Fanged Ornament,,Chultan Masterwork - Jewelcrafting I,Brilliant Bead,Fanged Ornament,Yes
Jewelcrafting,,,3x,Jute Macrame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Jute Macrame,,
Jewelcrafting,,,6x,Allosaur Fang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Allosaur Fang,,
Jewelcrafting,Feathered Ornament,#N/A,4x,Brilliant Bead,2x,Feathered Ornament,1400,1400,80.21%,8.14%,"4,800","5,699",No AH value,,,3.3000,Yes,Chultan Masterwork - Jewelcrafting I,,1.65,100,3.3,0,0.8021428571,0.08142857143,4800,No AH value,92.04%,19.79%,73.68%,6.53%,14.74%,1.31%,5.94%,"28,491",0,0,0,0,,Brilliant Bead,4,Jute Macrame,3,Brilliant Pinion,12,,,,,0,0,4800,-999,-999,4800,Feathered Ornament,2,0,0,0,Jewelcrafting,Feathered Ornament,,Chultan Masterwork - Jewelcrafting I,Brilliant Bead,Feathered Ornament,Yes
Jewelcrafting,,,3x,Jute Macrame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Jute Macrame,,
Jewelcrafting,,,12x,Brilliant Pinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Brilliant Pinion,,
Jewelcrafting,Fang Needle,#N/A,1x,Allosaur Fang,1x,Fang Needle,1400,1400,80.21%,8.14%,0,0,No AH value,,,10.0000,No,Chultan Masterwork - Jewelcrafting I,,5,100,10,0,0.8021428571,0.08142857143,0,No AH value,80.21%,19.79%,73.68%,6.53%,0.00%,0.00%,5.94%,0,0,0,0,0,,Allosaur Fang,1,Living Varnish,1,Slate Whetstone,3,,,,,0,0,0,-999,-999,0,Fang Needle,1,0,0,0,Jewelcrafting,Fang Needle,,Chultan Masterwork - Jewelcrafting I,Allosaur Fang,Fang Needle,No
Jewelcrafting,,,1x,Living Varnish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Living Varnish,,
Jewelcrafting,,,3x,Slate Whetstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Slate Whetstone,,
Jewelcrafting,Mastered Beaded Restoration Ring,#N/A,1x,Living Bronzewood,1x,Mastered Beaded Restoration Ring,1400,1400,80.21%,8.14%,"8,800","10,448",No AH value,,,10.0000,No,Chultan Masterwork - Jewelcrafting II,,5,100,10,0,0.8021428571,0.08142857143,8800,No AH value,80.21%,19.79%,73.68%,6.53%,0.00%,0.00%,5.94%,"52,234",0,0,0,0,,Living Bronzewood,1,Brilliant Bead,2,Chultan Tea Leaves,2,Lakh Varnish,1,,,0,0,8800,0,-999,8800,Mastered Beaded Restoration Ring,1,0,0,0,Jewelcrafting,Mastered Beaded Restoration Ring,,Chultan Masterwork - Jewelcrafting II,Living Bronzewood,Mastered Beaded Restoration Ring,No
Jewelcrafting,,,2x,Brilliant Bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Brilliant Bead,,
Jewelcrafting,,,2x,Chultan Tea Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Chultan Tea Leaves,,
Jewelcrafting,,,1x,Lakh Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Lakh Varnish,,
Jewelcrafting,Mastered Beaded Assault Ring,#N/A,1x,Living Bronzewood,1x,Mastered Beaded Assault Ring,1400,1400,80.21%,8.14%,0,0,No AH value,,,10.0000,No,Chultan Masterwork - Jewelcrafting II,,5,100,10,0,0.8021428571,0.08142857143,0,No AH value,80.21%,19.79%,73.68%,6.53%,0.00%,0.00%,5.94%,0,0,0,0,0,,Living Bronzewood,1,Brilliant Bead,4,Lakh Varnish,1,,,,,0,0,0,-999,-999,0,Mastered Beaded Assault Ring,1,0,0,0,Jewelcrafting,Mastered Beaded Assault Ring,,Chultan Masterwork - Jewelcrafting II,Living Bronzewood,Mastered Beaded Assault Ring,No
Jewelcrafting,,,4x,Brilliant Bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Brilliant Bead,,
Jewelcrafting,,,1x,Lakh Varnish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Lakh Varnish,,
Jewelcrafting,Mastered Bronzewood Raid Ring,#N/A,1x,Living Bronzewood,1x,Mastered Bronzewood Raid Ring,1400,1400,80.21%,8.14%,0,0,No AH value,,,10.0000,No,Chultan Masterwork - Jewelcrafting II,,5,100,10,0,0.8021428571,0.08142857143,0,No AH value,80.21%,19.79%,73.68%,6.53%,0.00%,0.00%,5.94%,0,0,0,0,0,,Living Bronzewood,1,Bronzewood Lumber,4,Lakh Varnish,1,,,,,0,0,0,-999,-999,0,Mastered Bronzewood Raid Ring,1,0,0,0,Jewelcrafting,Mastered Bronzewood Raid Ring,,Chultan Masterwork - Jewelcrafting II,Living Bronzewood,Mastered Bronzewood Raid Ring,No
Jewelcrafting,,,4x,Bronzewood Lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Bronzewood Lumber,,
Jewelcrafting,,,1x,Lakh Varnish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Lakh Varnish,,
Jewelcrafting,Mastered Lichstone Ward Ring,#N/A,1x,Lichstone Enamel,1x,Mastered Lichstone Ward Ring,1400,1400,80.21%,8.14%,0,0,No AH value,,,10.0000,No,Chultan Masterwork - Jewelcrafting II,,5,100,10,0,0.8021428571,0.08142857143,0,No AH value,80.21%,19.79%,73.68%,6.53%,0.00%,0.00%,5.94%,0,0,0,0,0,,Lichstone Enamel,1,Bronzewood Lumber,4,Lakh Varnish,1,,,,,0,0,0,-999,-999,0,Mastered Lichstone Ward Ring,1,0,0,0,Jewelcrafting,Mastered Lichstone Ward Ring,,Chultan Masterwork - Jewelcrafting II,Lichstone Enamel,Mastered Lichstone Ward Ring,No
Jewelcrafting,,,4x,Bronzewood Lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Bronzewood Lumber,,
Jewelcrafting,,,1x,Lakh Varnish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Lakh Varnish,,
Jewelcrafting,Mastered Beaded Amulet,#N/A,1x,Living Bronzewood,1x,Mastered Beaded Amulet,1400,1400,80.21%,8.14%,0,0,No AH value,,,10.0000,No,Chultan Masterwork - Jewelcrafting II,,5,100,10,0,0.8021428571,0.08142857143,0,No AH value,80.21%,19.79%,73.68%,6.53%,0.00%,0.00%,5.94%,0,0,0,0,0,,Living Bronzewood,1,Feathered Ornament,2,Brilliant Bead,4,Lakh Varnish,1,,,0,0,0,0,-999,0,Mastered Beaded Amulet,1,0,0,0,Jewelcrafting,Mastered Beaded Amulet,,Chultan Masterwork - Jewelcrafting II,Living Bronzewood,Mastered Beaded Amulet,No
Jewelcrafting,,,2x,Feathered Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Feathered Ornament,,
Jewelcrafting,,,4x,Brilliant Bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Brilliant Bead,,
Jewelcrafting,,,1x,Lakh Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Lakh Varnish,,
Jewelcrafting,Mastered Bronzewood Amulet,#N/A,1x,Living Bronzewood,1x,Mastered Bronzewood Amulet,1400,1400,80.21%,8.14%,0,0,No AH value,,,10.0000,No,Chultan Masterwork - Jewelcrafting II,,5,100,10,0,0.8021428571,0.08142857143,0,No AH value,80.21%,19.79%,73.68%,6.53%,0.00%,0.00%,5.94%,0,0,0,0,0,,Living Bronzewood,1,Bronzewood Lumber,2,Brilliant Bead,4,Lakh Varnish,1,,,0,0,0,0,-999,0,Mastered Bronzewood Amulet,1,0,0,0,Jewelcrafting,Mastered Bronzewood Amulet,,Chultan Masterwork - Jewelcrafting II,Living Bronzewood,Mastered Bronzewood Amulet,No
Jewelcrafting,,,2x,Bronzewood Lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Bronzewood Lumber,,
Jewelcrafting,,,4x,Brilliant Bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Brilliant Bead,,
Jewelcrafting,,,1x,Lakh Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Lakh Varnish,,
Jewelcrafting,Mastered Fanged Beaded Amulet,#N/A,1x,Living Bronzewood,1x,Mastered Fanged Beaded Amulet,1400,1400,80.21%,8.14%,0,0,No AH value,,,10.0000,No,Chultan Masterwork - Jewelcrafting II,,5,100,10,0,0.8021428571,0.08142857143,0,No AH value,80.21%,19.79%,73.68%,6.53%,0.00%,0.00%,5.94%,0,0,0,0,0,,Living Bronzewood,1,Fanged Ornament,2,Brilliant Bead,4,Lakh Varnish,1,,,0,0,0,0,-999,0,Mastered Fanged Beaded Amulet,1,0,0,0,Jewelcrafting,Mastered Fanged Beaded Amulet,,Chultan Masterwork - Jewelcrafting II,Living Bronzewood,Mastered Fanged Beaded Amulet,No
Jewelcrafting,,,2x,Fanged Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Fanged Ornament,,
Jewelcrafting,,,4x,Brilliant Bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Brilliant Bead,,
Jewelcrafting,,,1x,Lakh Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Lakh Varnish,,
Jewelcrafting,Mastered Lichstone Amulet,#N/A,1x,Lichstone Enamel,1x,Mastered Lichstone Amulet,1400,1400,80.21%,8.14%,0,0,No AH value,,,10.0000,No,Chultan Masterwork - Jewelcrafting II,,5,100,10,0,0.8021428571,0.08142857143,0,No AH value,80.21%,19.79%,73.68%,6.53%,0.00%,0.00%,5.94%,0,0,0,0,0,,Lichstone Enamel,1,Obsidian Shard,2,Brilliant Bead,4,Lakh Varnish,1,,,0,0,0,0,-999,0,Mastered Lichstone Amulet,1,0,0,0,Jewelcrafting,Mastered Lichstone Amulet,,Chultan Masterwork - Jewelcrafting II,Lichstone Enamel,Mastered Lichstone Amulet,No
Jewelcrafting,,,2x,Obsidian Shard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Obsidian Shard,,
Jewelcrafting,,,4x,Brilliant Bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Brilliant Bead,,
Jewelcrafting,,,1x,Lakh Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Lakh Varnish,,
Jewelcrafting,Beads of Light,#N/A,12x,Silvertongue Moss,4x,Beads of Light,1400,1400,80.21%,8.14%,"70,800","84,061",No AH value,,,10.0000,Yes,Sharandar Masterwork - Jewelcrafting,,5,100,10,0,0.8021428571,0.08142857143,70800,No AH value,92.04%,19.79%,73.68%,6.53%,14.74%,1.31%,5.94%,"420,249",0,0,0,0,,Silvertongue Moss,12,Silver Vines,4,Shard of Dawn's Light,1,,,,,40800,0,30000,-999,-999,70800,Beads of Light,4,0,0,0,Jewelcrafting,Beads of Light,,Sharandar Masterwork - Jewelcrafting,Silvertongue Moss,Beads of Light,Yes
Jewelcrafting,,,4x,Silver Vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Silver Vines,,
Jewelcrafting,,,1x,Shard of Dawn's Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Shard of Dawn's Light,,
Jewelcrafting,Crystalline Ornament,#N/A,4x,Beads of Light,2x,Crystalline Ornament,1400,1400,80.21%,8.14%,"360,000","427,429",No AH value,,,10.0000,Yes,Sharandar Masterwork - Jewelcrafting,,5,100,10,0,0.8021428571,0.08142857143,360000,No AH value,92.04%,19.79%,73.68%,6.53%,14.74%,1.31%,5.94%,"2,136,857",0,0,0,0,,Beads of Light,4,Woven Whiskers,3,Shard of Dawn's Light,12,,,,,0,0,360000,-999,-999,360000,Crystalline Ornament,2,0,0,0,Jewelcrafting,Crystalline Ornament,,Sharandar Masterwork - Jewelcrafting,Beads of Light,Crystalline Ornament,Yes
Jewelcrafting,,,3x,Woven Whiskers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Woven Whiskers,,
Jewelcrafting,,,12x,Shard of Dawn's Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Shard of Dawn's Light,,
Jewelcrafting,Thorned Ornament,#N/A,4x,Beads of Light,2x,Thorned Ornament,1400,1400,80.21%,8.14%,"6,000","7,124",No AH value,,,10.0000,Yes,Sharandar Masterwork - Jewelcrafting,,5,100,10,0,0.8021428571,0.08142857143,6000,No AH value,92.04%,19.79%,73.68%,6.53%,14.74%,1.31%,5.94%,"35,614",0,0,0,0,,Beads of Light,4,Woven Whiskers,3,Corpse Flower Thorn,6,,,,,0,0,6000,-999,-999,6000,Thorned Ornament,2,0,0,0,Jewelcrafting,Thorned Ornament,,Sharandar Masterwork - Jewelcrafting,Beads of Light,Thorned Ornament,Yes
Jewelcrafting,,,3x,Woven Whiskers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Woven Whiskers,,
Jewelcrafting,,,6x,Corpse Flower Thorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Corpse Flower Thorn,,
Jewelcrafting,Commissioned Light Lanterns,#N/A,4x,Displacer Beast's Whisker,1x,Commissioned Light Lanterns,1400,1400,80.21%,8.14%,"390,000","463,048",No AH value,,,4.0000,No,Sharandar Masterwork - Jewelcrafting,,2,100,4,0,0.8021428571,0.08142857143,390000,No AH value,80.21%,19.79%,73.68%,6.53%,0.00%,0.00%,5.94%,"2,314,929",0,0,0,0,,Displacer Beast's Whisker,4,Shard of Dawn's Light,1,Silver Vines,2,Salt-Marsh Crystal,2,,,360000,30000,0,0,-999,390000,Commissioned Light Lanterns,1,0,0,0,Jewelcrafting,Commissioned Light Lanterns,,Sharandar Masterwork - Jewelcrafting,Displacer Beast's Whisker,Commissioned Light Lanterns,No
Jewelcrafting,,,1x,Shard of Dawn's Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Shard of Dawn's Light,,
Jewelcrafting,,,2x,Silver Vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Silver Vines,,
Jewelcrafting,,,2x,Salt-Marsh Crystal,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Salt-Marsh Crystal,,
Jewelcrafting,Commissioned Lightcatcher,#N/A,7x,Shard of Dawn's Light,1x,Commissioned Lightcatcher,1400,1400,80.21%,8.14%,"217,200","257,882",No AH value,,,4.0000,No,Sharandar Masterwork - Jewelcrafting,,2,100,4,0,0.8021428571,0.08142857143,217200,No AH value,80.21%,19.79%,73.68%,6.53%,0.00%,0.00%,5.94%,"1,289,237",0,0,0,0,,Shard of Dawn's Light,7,Salt-Marsh Crystal,4,Troll's Earwax Resin,4,,,,,210000,0,7200,-999,-999,217200,Commissioned Lightcatcher,1,0,0,0,Jewelcrafting,Commissioned Lightcatcher,,Sharandar Masterwork - Jewelcrafting,Shard of Dawn's Light,Commissioned Lightcatcher,No
Jewelcrafting,,,4x,Salt-Marsh Crystal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Salt-Marsh Crystal,,
Jewelcrafting,,,4x,Troll's Earwax Resin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Troll's Earwax Resin,,
Jewelcrafting,Commissioned Shackles,#N/A,3x,Silver Vines,1x,Commissioned Shackles,1400,1400,80.21%,8.14%,"3,000","3,562",No AH value,,,4.0000,No,Sharandar Masterwork - Jewelcrafting,,2,100,4,0,0.8021428571,0.08142857143,3000,No AH value,80.21%,19.79%,73.68%,6.53%,0.00%,0.00%,5.94%,"17,807",0,0,0,0,,Silver Vines,3,Shadowdemon's Eyes,2,Woven Whiskers,2,Dawn's Silver Enamel,1,,,0,3000,0,0,-999,3000,Commissioned Shackles,1,0,0,0,Jewelcrafting,Commissioned Shackles,,Sharandar Masterwork - Jewelcrafting,Silver Vines,Commissioned Shackles,No
Jewelcrafting,,,2x,Shadowdemon's Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Shadowdemon's Eyes,,
Jewelcrafting,,,2x,Woven Whiskers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Woven Whiskers,,
Jewelcrafting,,,1x,Dawn's Silver Enamel,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewelcrafting,,,,Dawn's Silver Enamel,,
Jewelcrafting,Commissioned Writing Needle,#N/A,4x,Displacer Beast's Whisker,1x,Commissioned Writing Needle,1400,1400,80.21%,8.14%,"390,000","463,048",No AH value,,,4.0000,No,Sharandar Masterwork - Jewelcrafting,,2,100,4,0,0.8021428571,0.08142857143,390000,No AH value,80.21%,19.79%,73.68%,6.53%,0.00%,0.00%,5.94%,"2,314,929",0,0,0,0,,Displacer Beast's Whisker,4,Shard of Dawn's Light,1,Silver Vines,2,,,,,360000,30000,0,-999,-999,390000,Commissioned Writing Needle,1,0,0,0,Jewelcrafting,Commissioned Writing Needle,,Sharandar Masterwork - Jewelcrafting,Displacer Beast's Whisker,Commissioned Writing Needle,No
